,market,arrival_date,arrivals_tonnes,variety,minimum_price,maximum_price,modal_price
1963,Hospet,27/06/2016,7.0,Tomato,1200,1500,1400
1964,Hospet,29/06/2016,8.0,Tomato,1200,2500,2000
1965,K.R. Pet,26/06/2016,2.0,Tomato,500,500,500
1966,K.R.Nagar,3/6/2016,5.0,Tomato,1000,1000,1000
1967,K.R.Nagar,4/6/2016,2.0,Tomato,1000,1000,1000
1968,K.R.Nagar,6/6/2016,3.0,Tomato,1000,1500,1166
1969,K.R.Nagar,7/6/2016,2.0,Tomato,1000,1000,1000
1970,K.R.Nagar,8/6/2016,2.0,Tomato,1000,1000,1000
1971,K.R.Nagar,9/6/2016,3.0,Tomato,1000,1500,1166
1972,K.R.Nagar,10/6/2016,1.0,Tomato,1000,1000,1000
1973,K.R.Nagar,13/06/2016,5.0,Tomato,1000,1000,1000
1974,K.R.Nagar,14/06/2016,8.0,Tomato,1000,1000,1000
1975,K.R.Nagar,15/06/2016,2.0,Tomato,1000,1000,1000
1976,K.R.Nagar,16/06/2016,2.0,Tomato,1000,1000,1000
1977,K.R.Nagar,17/06/2016,1.0,Tomato,1000,1000,1000
1978,K.R.Nagar,18/06/2016,2.0,Tomato,1500,1500,1500
1979,K.R.Nagar,20/06/2016,2.0,Tomato,1500,1500,1500
1980,K.R.Nagar,21/06/2016,2.0,Tomato,1000,1000,1000
1981,K.R.Nagar,22/06/2016,3.0,Tomato,1166,1166,1166
1982,K.R.Nagar,23/06/2016,2.0,Tomato,1250,1250,1250
1983,K.R.Nagar,24/06/2016,1.0,Tomato,1000,1000,1000
1984,K.R.Nagar,25/06/2016,3.0,Tomato,1166,1166,1166
1985,K.R.Nagar,27/06/2016,2.0,Tomato,1250,1250,1250
1986,K.R.Nagar,28/06/2016,2.0,Tomato,1000,1000,1000
1987,Kolar,1/6/2016,148.0,Tomato,834,3667,3167
1988,Kolar,2/6/2016,106.0,Tomato,1000,4000,3534
2002,Kolar,16/06/2016,154.0,Tomato,667,3334,2667
2017,Malur,17/06/2016,1.0,Tomato,1500,4000,3000
2018,Malur,23/06/2016,13.0,Tomato,1500,3000,1520
2019,Malur,24/06/2016,7.0,Tomato,1300,3000,1380
2020,Malur,25/06/2016,9.0,Tomato,1900,3500,2000
2021,Malur,27/06/2016,15.0,Tomato,1500,3000,1740
2022,Malur,28/06/2016,4.0,Tomato,2000,3000,2250
2023,Malur,29/06/2016,10.0,Tomato,1500,3000,2210
2024,Malur,30/06/2016,61.0,Tomato,1400,4000,3380
2025,Mulabagilu,1/6/2016,16.0,Tomato,1335,3665,2335
2026,Mulabagilu,2/6/2016,21.0,Tomato,1000,3335,2165
2027,Mulabagilu,3/6/2016,11.0,Tomato,1335,4000,2665
2029,Mulabagilu,5/6/2016,12.0,Tomato,1335,4335,2835
2030,Mulabagilu,6/6/2016,15.0,Tomato,1335,4000,2665
2033,Mulabagilu,9/6/2016,14.0,Tomato,1335,4335,2835
2034,Mulabagilu,10/6/2016,12.0,Tomato,1335,4335,2835
2039,Mulabagilu,15/06/2016,9.0,Tomato,1335,4335,2835
2040,Mulabagilu,16/06/2016,9.0,Tomato,1665,4000,2665
2041,Mulabagilu,17/06/2016,13.0,Tomato,1335,4000,2665
2042,Mulabagilu,18/06/2016,15.0,Tomato,1000,3335,2165
2043,Mulabagilu,19/06/2016,13.0,Tomato,1000,3200,2100
2044,Mulabagilu,20/06/2016,18.0,Tomato,1000,3000,2000
2045,Mulabagilu,21/06/2016,23.0,Tomato,1335,2665,2000
2046,Mulabagilu,22/06/2016,32.0,Tomato,1000,2335,1665
2047,Mulabagilu,23/06/2016,30.0,Tomato,665,2000,1335
2048,Mulabagilu,24/06/2016,28.0,Tomato,665,2335,1500
2049,Mulabagilu,25/06/2016,39.0,Tomato,665,2400,1535
2050,Mulabagilu,26/06/2016,27.0,Tomato,1000,2665,1835
2051,Mulabagilu,27/06/2016,23.0,Tomato,1000,2800,1900
2052,Mulabagilu,28/06/2016,40.0,Tomato,665,2135,1400
2053,Mulabagilu,29/06/2016,52.0,Tomato,665,2335,1500
2054,Mulabagilu,30/06/2016,41.0,Tomato,655,2135,1400
2095,Ramanagara,20/06/2016,4.0,Tomato,2000,3500,3000
2100,Ramanagara,25/06/2016,4.0,Tomato,2000,2500,2250
2125,Shimoga,30/06/2016,6.0,Tomato,1800,2000,1900
2126,Srinivasapur,1/6/2016,16.0,Tomato,1000,3335,2165
2127,Srinivasapur,2/6/2016,19.0,Tomato,1000,3865,2435
2128,Srinivasapur,3/6/2016,16.0,Tomato,1000,3935,2465
2129,Srinivasapur,4/6/2016,16.0,Tomato,1000,4400,2700
2140,Srinivasapur,15/06/2016,16.0,Tomato,1000,4000,2500
2141,Srinivasapur,16/06/2016,48.0,Tomato,2000,3600,2800
2142,Srinivasapur,17/06/2016,14.0,Tomato,1000,3535,2270
2143,Srinivasapur,18/06/2016,15.0,Tomato,1000,3665,2335
2144,Srinivasapur,19/06/2016,14.0,Tomato,1000,3000,2000
2145,Srinivasapur,20/06/2016,15.0,Tomato,1000,2665,1835
2146,Srinivasapur,21/06/2016,15.0,Tomato,800,2000,1400
2147,Srinivasapur,22/06/2016,16.0,Tomato,665,2335,1500
2148,Srinivasapur,23/06/2016,19.0,Tomato,700,2200,1450
2149,Srinivasapur,24/06/2016,18.0,Tomato,1000,2400,1700
2150,Srinivasapur,25/06/2016,18.0,Tomato,1000,3000,2000
2151,Srinivasapur,26/06/2016,19.0,Tomato,1000,2800,1900
2152,Srinivasapur,27/06/2016,20.0,Tomato,1000,2900,1950
2153,Srinivasapur,28/06/2016,19.0,Tomato,1000,2800,1900
2154,Srinivasapur,29/06/2016,21.0,Tomato,1000,2665,1835
2155,Srinivasapur,30/06/2016,25.0,Tomato,1000,2400,1700
2161,Arasikere,23/07/2016,5.0,Tomato,1000,1000,1000
2162,Arasikere,26/07/2016,4.0,Tomato,1000,1000,1000
2163,Arasikere,30/07/2016,5.0,Tomato,1000,1000,1000
2164,Bagepalli,2/7/2016,4.0,Tomato,1800,3000,2600
2165,Bagepalli,4/7/2016,4.0,Tomato,1800,2800,2500
2166,Bagepalli,5/7/2016,5.0,Tomato,1600,2600,2400
2167,Bagepalli,6/7/2016,5.0,Tomato,1800,2800,2600
2168,Bagepalli,8/7/2016,5.0,Tomato,1800,2600,2400
2169,Bagepalli,11/7/2016,7.0,Tomato,1800,2600,2450
2171,Bagepalli,13/07/2016,7.0,Tomato,1800,2900,2550
2172,Bagepalli,14/07/2016,9.0,Tomato,1800,2400,2000
2173,Bagepalli,15/07/2016,5.0,Tomato,1800,2600,2400
2174,Bagepalli,16/07/2016,9.0,Tomato,1800,2400,2100
2175,Bagepalli,18/07/2016,22.0,Tomato,1800,2400,2100
2176,Bagepalli,19/07/2016,28.0,Tomato,1800,2400,2000
2177,Bagepalli,20/07/2016,26.0,Tomato,1700,2300,1950
2178,Bagepalli,21/07/2016,22.0,Tomato,1700,2100,1900
2179,Bagepalli,22/07/2016,14.0,Tomato,1400,2000,1800
2180,Bagepalli,23/07/2016,32.0,Tomato,1800,2400,2100
2181,Bagepalli,25/07/2016,26.0,Tomato,1700,2100,1900
2182,Bagepalli,26/07/2016,28.0,Tomato,1400,2000,1750
2183,Bagepalli,27/07/2016,34.0,Tomato,1200,1700,1400
2184,Bagepalli,28/07/2016,34.0,Tomato,800,1200,1000
2185,Bagepalli,30/07/2016,45.0,Tomato,400,800,620
2186,Bangarpet,18/07/2016,1.0,Tomato,500,2500,2000
2188,"Binny Mill (F&V), Bangalore",2/7/2016,49.0,Tomato,2000,2500,2300
2190,"Binny Mill (F&V), Bangalore",5/7/2016,54.0,Tomato,2000,3000,2500
2191,"Binny Mill (F&V), Bangalore",6/7/2016,43.0,Tomato,2000,2500,2300
2192,"Binny Mill (F&V), Bangalore",8/7/2016,44.0,Tomato,1500,2000,1800
2193,"Binny Mill (F&V), Bangalore",11/7/2016,46.0,Tomato,1500,2000,1800
2194,"Binny Mill (F&V), Bangalore",12/7/2016,54.0,Tomato,1400,2000,1800
2195,"Binny Mill (F&V), Bangalore",13/07/2016,54.0,Tomato,1200,2000,1500
2196,"Binny Mill (F&V), Bangalore",14/07/2016,46.0,Tomato,1200,2000,1500
2197,"Binny Mill (F&V), Bangalore",15/07/2016,44.0,Tomato,1500,2200,1800
2198,"Binny Mill (F&V), Bangalore",16/07/2016,42.0,Tomato,1500,2000,1800
2199,"Binny Mill (F&V), Bangalore",19/07/2016,49.0,Tomato,1500,2000,1800
2200,"Binny Mill (F&V), Bangalore",20/07/2016,42.0,Tomato,1500,2000,1800
2201,"Binny Mill (F&V), Bangalore",21/07/2016,29.0,Tomato,1200,1500,1300
2202,"Binny Mill (F&V), Bangalore",22/07/2016,51.0,Tomato,1200,1500,1300
2203,"Binny Mill (F&V), Bangalore",25/07/2016,30.0,Tomato,1000,1300,1200
2204,"Binny Mill (F&V), Bangalore",26/07/2016,52.0,Tomato,800,1100,900
2205,"Binny Mill (F&V), Bangalore",27/07/2016,55.0,Tomato,800,1000,900
2206,"Binny Mill (F&V), Bangalore",28/07/2016,54.0,Tomato,700,900,800
2207,"Binny Mill (F&V), Bangalore",29/07/2016,55.0,Tomato,700,900,800
2208,"Binny Mill (F&V), Bangalore",30/07/2016,36.0,Tomato,700,900,800
2209,Channapatana,1/7/2016,2.0,Tomato,2000,2400,2200
2211,Channapatana,4/7/2016,1.0,Tomato,1500,2000,1750
2212,Channapatana,5/7/2016,1.0,Tomato,1000,1600,1300
2213,Channapatana,6/7/2016,1.0,Tomato,1000,1500,1250
2214,Channapatana,7/7/2016,1.0,Tomato,1400,1800,1600
2215,Channapatana,8/7/2016,2.0,Tomato,1400,1700,1550
2216,Channapatana,9/7/2016,1.0,Tomato,1000,1500,1250
2217,Channapatana,11/7/2016,2.0,Tomato,1000,1400,1200
2218,Channapatana,12/7/2016,1.0,Tomato,800,1400,1100
2219,Channapatana,13/07/2016,1.0,Tomato,800,1200,1000
2220,Channapatana,14/07/2016,1.0,Tomato,1000,1400,1200
2221,Channapatana,15/07/2016,1.0,Tomato,1200,1600,1400
2222,Channapatana,16/07/2016,1.0,Tomato,1000,1600,1300
2223,Channapatana,18/07/2016,1.0,Tomato,900,1300,1100
2224,Channapatana,19/07/2016,1.0,Tomato,800,1400,1100
2225,Channapatana,20/07/2016,1.0,Tomato,1000,1600,1300
2226,Channapatana,21/07/2016,1.0,Tomato,800,1200,1000
2227,Channapatana,22/07/2016,1.0,Tomato,1000,1200,1100
2228,Channapatana,23/07/2016,1.0,Tomato,800,1200,1000
2229,Channapatana,25/07/2016,2.0,Tomato,800,1200,1000
2230,Channapatana,26/07/2016,1.0,Tomato,800,1200,1000
2231,Channapatana,27/07/2016,2.0,Tomato,600,900,700
2232,Channapatana,28/07/2016,2.0,Tomato,600,800,700
2233,Channapatana,29/07/2016,1.0,Tomato,700,1000,800
2234,Channapatana,30/07/2016,1.0,Tomato,500,800,650
2235,Channarayapatna,16/07/2016,10.0,Tomato,200,200,200
2237,Chickkaballapura,4/7/2016,72.0,Tomato,800,3450,2400
2238,Chickkaballapura,5/7/2016,74.0,Tomato,800,3500,2400
2239,Chickkaballapura,6/7/2016,81.0,Tomato,800,3400,3000
2240,Chickkaballapura,8/7/2016,82.0,Tomato,800,3500,2700
2241,Chickkaballapura,9/7/2016,68.0,Tomato,800,3500,2000
2242,Chickkaballapura,10/7/2016,73.0,Tomato,750,3400,2500
2243,Chickkaballapura,11/7/2016,71.0,Tomato,1000,3500,2600
2244,Chickkaballapura,12/7/2016,64.0,Tomato,800,2700,2000
2245,Chickkaballapura,13/07/2016,58.0,Tomato,800,3100,2500
2246,Chickkaballapura,15/07/2016,107.0,Tomato,500,2700,1900
2247,Chickkaballapura,16/07/2016,73.0,Tomato,200,2900,1500
2248,Chickkaballapura,17/07/2016,83.0,Tomato,300,3000,2000
2249,Chickkaballapura,18/07/2016,81.0,Tomato,300,2700,1800
2250,Chickkaballapura,19/07/2016,87.0,Tomato,300,2700,1900
2251,Chickkaballapura,20/07/2016,95.0,Tomato,300,2700,1900
2252,Chickkaballapura,22/07/2016,152.0,Tomato,300,2400,1700
2253,Chickkaballapura,23/07/2016,99.0,Tomato,300,2200,1500
2254,Chickkaballapura,24/07/2016,71.0,Tomato,300,1850,1100
2255,Chickkaballapura,25/07/2016,95.0,Tomato,300,1950,1200
2256,Chickkaballapura,26/07/2016,99.0,Tomato,300,1500,1100
2257,Chickkaballapura,27/07/2016,96.0,Tomato,300,1400,1000
2259,Chickkaballapura,30/07/2016,22.0,Tomato,300,1230,800
2260,Chickkaballapura,31/07/2016,136.0,Tomato,200,1070,700
2271,Chikkamagalore,15/07/2016,85.0,Tomato,1836,2336,2136
2272,Chikkamagalore,16/07/2016,72.0,Tomato,2041,2541,2241
2273,Chikkamagalore,18/07/2016,121.0,Tomato,1805,2305,2105
2274,Chikkamagalore,19/07/2016,78.0,Tomato,1725,2125,1925
2275,Chikkamagalore,20/07/2016,102.0,Tomato,1337,1837,1637
2276,Chikkamagalore,21/07/2016,34.0,Tomato,1828,2528,2228
2277,Chikkamagalore,22/07/2016,123.0,Tomato,1415,1815,1615
2280,Chikkamagalore,26/07/2016,99.0,Tomato,1320,1720,1520
2281,Chikkamagalore,27/07/2016,132.0,Tomato,1435,1635,1535
2282,Chikkamagalore,28/07/2016,113.0,Tomato,1260,1660,1460
2283,Chikkamagalore,29/07/2016,133.0,Tomato,1077,1577,1377
2314,Davangere,1/7/2016,4.0,Tomato,800,1000,900
2315,Davangere,5/7/2016,5.0,Tomato,600,800,700
2316,Davangere,6/7/2016,4.0,Tomato,600,800,700
2317,Davangere,8/7/2016,5.0,Tomato,1400,1600,1500
2318,Davangere,12/7/2016,4.0,Tomato,1200,1400,1300
2319,Davangere,13/07/2016,4.0,Tomato,1200,1400,1300
2320,Davangere,14/07/2016,5.0,Tomato,1000,1200,1100
2321,Davangere,15/07/2016,6.0,Tomato,1600,1800,1700
2322,Davangere,16/07/2016,4.0,Tomato,1000,1600,1300
2323,Davangere,19/07/2016,2.0,Tomato,600,800,700
2324,Davangere,20/07/2016,6.0,Tomato,800,1000,900
2325,Davangere,21/07/2016,4.0,Tomato,800,1000,900
2326,Davangere,22/07/2016,5.0,Tomato,800,1000,900
2327,Davangere,23/07/2016,4.0,Tomato,800,1400,1100
2328,Davangere,26/07/2016,6.0,Tomato,400,600,500
2329,Davangere,27/07/2016,6.0,Tomato,400,600,500
2330,Davangere,28/07/2016,7.0,Tomato,400,600,500
2331,Davangere,29/07/2016,6.0,Tomato,250,480,365
2332,Doddaballa Pur,1/7/2016,1.0,Tomato,2000,3000,2500
2333,Doddaballa Pur,2/7/2016,2.0,Tomato,2000,3000,2500
2334,Doddaballa Pur,4/7/2016,1.0,Tomato,2000,3000,2500
2335,Doddaballa Pur,5/7/2016,2.0,Tomato,2000,3000,2500
2336,Doddaballa Pur,6/7/2016,2.0,Tomato,2000,3000,2500
2337,Doddaballa Pur,8/7/2016,2.0,Tomato,1500,2500,2000
2338,Doddaballa Pur,11/7/2016,2.0,Tomato,1500,2500,2000
2339,Doddaballa Pur,12/7/2016,2.0,Tomato,1500,2500,2000
2340,Doddaballa Pur,13/07/2016,2.0,Tomato,1500,2500,2000
2341,Doddaballa Pur,14/07/2016,2.0,Tomato,1500,2500,2000
2342,Doddaballa Pur,15/07/2016,2.0,Tomato,1500,2500,2000
2343,Doddaballa Pur,16/07/2016,2.0,Tomato,1500,2500,2000
2344,Doddaballa Pur,18/07/2016,2.0,Tomato,1500,2500,2000
2345,Doddaballa Pur,19/07/2016,2.0,Tomato,1500,2500,2000
2346,Doddaballa Pur,20/07/2016,2.0,Tomato,1500,2500,2000
2347,Doddaballa Pur,21/07/2016,2.0,Tomato,1000,1400,1200
2348,Doddaballa Pur,22/07/2016,2.0,Tomato,1000,1400,1200
2349,Doddaballa Pur,23/07/2016,2.0,Tomato,1000,1400,1200
2350,Doddaballa Pur,25/07/2016,2.0,Tomato,1000,1400,1200
2351,Doddaballa Pur,26/07/2016,2.0,Tomato,1000,1400,1200
2352,Doddaballa Pur,27/07/2016,2.0,Tomato,1000,1400,1200
2353,Doddaballa Pur,28/07/2016,2.0,Tomato,1000,1400,1200
2354,Doddaballa Pur,29/07/2016,2.0,Tomato,1000,1400,1200
2355,Doddaballa Pur,30/07/2016,2.0,Tomato,1000,1400,1200
2356,Gowribidanoor,1/7/2016,8.0,Tomato,700,900,800
2357,Gowribidanoor,14/07/2016,7.0,Tomato,500,700,600
2358,Gowribidanoor,21/07/2016,9.0,Tomato,750,900,800
2359,Gowribidanoor,29/07/2016,12.0,Tomato,600,800,700
2360,Gundlupet,1/7/2016,4.0,Tomato,1250,1250,1250
2361,Gundlupet,6/7/2016,8.0,Tomato,625,625,625
2362,Gundlupet,8/7/2016,25.0,Tomato,769,1219,1190
2363,Gundlupet,11/7/2016,46.0,Tomato,556,2000,1190
2364,Gundlupet,12/7/2016,25.0,Tomato,694,769,714
2365,Gundlupet,13/07/2016,17.0,Tomato,1111,1190,1111
2366,Gundlupet,14/07/2016,17.0,Tomato,1190,1250,1190
2367,Gundlupet,15/07/2016,19.0,Tomato,714,943,833
2368,Gundlupet,16/07/2016,16.0,Tomato,910,1000,910
2369,Gundlupet,18/07/2016,8.0,Tomato,667,1000,667
2370,Gundlupet,20/07/2016,34.0,Tomato,735,1000,735
2371,Gundlupet,21/07/2016,47.0,Tomato,781,1000,910
2372,Gundlupet,22/07/2016,20.0,Tomato,695,1000,735
2373,Gundlupet,23/07/2016,38.0,Tomato,769,1000,769
2374,Gundlupet,25/07/2016,57.0,Tomato,800,1000,833
2375,Gundlupet,26/07/2016,46.0,Tomato,417,455,417
2376,Gundlupet,27/07/2016,41.0,Tomato,417,800,667
2377,Gundlupet,28/07/2016,30.0,Tomato,400,666,641
2378,Gundlupet,29/07/2016,26.0,Tomato,500,837,500
2379,Gundlupet,30/07/2016,52.0,Tomato,400,625,462
2380,Hassan,8/7/2016,13.0,Tomato,1000,2000,1500
2381,Hassan,11/7/2016,8.0,Tomato,1000,1474,1474
2382,Hassan,13/07/2016,1.0,Tomato,1000,1000,1000
2383,Hassan,14/07/2016,12.0,Tomato,629,1000,725
2384,Hassan,15/07/2016,4.0,Tomato,1000,2192,1625
2385,Hassan,16/07/2016,48.0,Tomato,293,293,293
2386,Hassan,18/07/2016,6.0,Tomato,1000,1000,1000
2387,Hassan,20/07/2016,6.0,Tomato,1000,1000,1000
2388,Hassan,21/07/2016,21.0,Tomato,800,850,800
2389,Hassan,22/07/2016,30.0,Tomato,700,760,750
2390,Hassan,23/07/2016,13.0,Tomato,500,1000,1000
2391,Hassan,25/07/2016,5.0,Tomato,1000,1000,1000
2392,Hassan,26/07/2016,2.0,Tomato,1000,1000,1000
2393,Hassan,27/07/2016,2.0,Tomato,1000,1000,1000
2394,Hassan,28/07/2016,11.0,Tomato,913,1000,1000
2395,Hassan,29/07/2016,4.0,Tomato,1000,1000,1000
2396,Hassan,30/07/2016,6.0,Tomato,1000,1000,1000
2397,Holalkere,13/07/2016,10.0,Tomato,1000,1000,1000
2398,Hospet,5/7/2016,9.0,Tomato,1200,1500,1200
2399,Hospet,6/7/2016,7.0,Tomato,1000,1700,1200
2400,Hospet,13/07/2016,7.0,Tomato,1000,1500,1200
2401,Hospet,18/07/2016,8.0,Tomato,1000,1200,1000
2402,Hospet,20/07/2016,10.0,Tomato,800,1500,1000
2403,Hospet,24/07/2016,13.0,Tomato,700,1200,1000
2404,Hospet,25/07/2016,13.0,Tomato,700,1200,1000
2405,Hospet,27/07/2016,8.0,Tomato,600,1000,800
2406,Hospet,30/07/2016,9.0,Tomato,700,900,800
2407,K.R.Nagar,2/7/2016,2.0,Tomato,1250,1250,1250
2408,K.R.Nagar,4/7/2016,5.0,Tomato,1200,1200,1200
2409,K.R.Nagar,5/7/2016,2.0,Tomato,1000,1000,1000
2410,K.R.Nagar,11/7/2016,5.0,Tomato,1000,1166,1100
2411,K.R.Nagar,13/07/2016,2.0,Tomato,1000,1000,1000
2412,K.R.Nagar,14/07/2016,2.0,Tomato,1000,1000,1000
2413,K.R.Nagar,16/07/2016,4.0,Tomato,833,1500,1000
2414,K.R.Nagar,21/07/2016,4.0,Tomato,500,500,500
2415,K.R.Nagar,23/07/2016,1.0,Tomato,1500,1500,1500
2416,K.R.Nagar,25/07/2016,1.0,Tomato,1500,1500,1500
2417,K.R.Nagar,27/07/2016,1.0,Tomato,1500,1500,1500
2418,K.R.Nagar,29/07/2016,2.0,Tomato,1000,1000,1000
2419,Kanakapura,11/7/2016,1.0,Tomato,700,1000,900
2420,Kanakapura,27/07/2016,1.0,Tomato,700,1000,900
2452,Malur,1/7/2016,5.0,Tomato,1500,3000,2000
2453,Malur,2/7/2016,9.0,Tomato,1500,3000,2000
2454,Malur,4/7/2016,26.0,Tomato,1500,3000,1800
2455,Malur,5/7/2016,17.0,Tomato,1800,3000,2000
2456,Malur,6/7/2016,5.0,Tomato,1800,3000,2000
2457,Malur,8/7/2016,25.0,Tomato,1800,3000,2050
2458,Malur,11/7/2016,47.0,Tomato,1800,3000,1920
2459,Malur,12/7/2016,23.0,Tomato,1300,2500,1690
2460,Malur,13/07/2016,22.0,Tomato,1300,2500,1954
2461,Malur,14/07/2016,29.0,Tomato,1800,3000,2000
2462,Malur,15/07/2016,28.0,Tomato,1500,2500,1810
2463,Malur,16/07/2016,16.0,Tomato,1500,2500,2000
2464,Malur,18/07/2016,22.0,Tomato,1500,2500,1900
2465,Malur,19/07/2016,30.0,Tomato,1500,2500,2000
2466,Malur,20/07/2016,27.0,Tomato,1500,2500,2000
2467,Malur,21/07/2016,22.0,Tomato,1500,2500,2000
2468,Malur,22/07/2016,58.0,Tomato,1500,2500,2000
2469,Malur,23/07/2016,39.0,Tomato,1500,2500,2000
2470,Malur,25/07/2016,105.0,Tomato,1500,2200,1930
2471,Malur,26/07/2016,43.0,Tomato,1500,2500,2000
2472,Malur,27/07/2016,20.0,Tomato,1500,2300,1640
2473,Malur,28/07/2016,27.0,Tomato,1000,2000,1500
2474,Malur,29/07/2016,7.0,Tomato,1500,2000,1846
2475,Malur,30/07/2016,33.0,Tomato,1300,2000,1550
2477,Mulabagilu,1/7/2016,44.0,Tomato,500,2000,1235
2478,Mulabagilu,2/7/2016,43.0,Tomato,665,2335,1500
2479,Mulabagilu,3/7/2016,46.0,Tomato,665,2335,1500
2480,Mulabagilu,4/7/2016,59.0,Tomato,500,2000,1235
2481,Mulabagilu,5/7/2016,80.0,Tomato,335,1665,1000
2482,Mulabagilu,6/7/2016,50.0,Tomato,665,2665,1665
2483,Mulabagilu,7/7/2016,49.0,Tomato,665,2335,1500
2484,Mulabagilu,8/7/2016,73.0,Tomato,500,1665,1065
2485,Mulabagilu,9/7/2016,52.0,Tomato,665,2335,1500
2486,Mulabagilu,10/7/2016,49.0,Tomato,665,2400,1535
2487,Mulabagilu,11/7/2016,54.0,Tomato,665,2265,1465
2488,Mulabagilu,12/7/2016,57.0,Tomato,665,2335,1500
2489,Mulabagilu,13/07/2016,66.0,Tomato,500,2000,1235
2490,Mulabagilu,14/07/2016,53.0,Tomato,665,2335,1500
2491,Mulabagilu,15/07/2016,52.0,Tomato,665,2400,1535
2492,Mulabagilu,16/07/2016,49.0,Tomato,665,2265,1465
2493,Mulabagilu,17/07/2016,45.0,Tomato,665,2000,1335
2494,Mulabagilu,18/07/2016,35.0,Tomato,665,2200,1435
2495,Mulabagilu,19/07/2016,31.0,Tomato,665,2000,1335
2496,Mulabagilu,20/07/2016,54.0,Tomato,665,2135,1400
2497,Mulabagilu,21/07/2016,53.0,Tomato,500,2000,1235
2498,Mulabagilu,22/07/2016,54.0,Tomato,335,1665,1000
2499,Mulabagilu,23/07/2016,94.0,Tomato,335,1000,665
2500,Mulabagilu,24/07/2016,133.0,Tomato,335,1000,665
2501,Mulabagilu,25/07/2016,85.0,Tomato,335,1135,735
2502,Mulabagilu,26/07/2016,108.0,Tomato,335,865,600
2503,Mulabagilu,27/07/2016,109.0,Tomato,335,1065,700
2504,Mulabagilu,28/07/2016,158.0,Tomato,335,865,600
2505,Mulabagilu,29/07/2016,132.0,Tomato,335,935,635
2506,Mulabagilu,30/07/2016,60.0,Tomato,665,1665,1165
2507,Mulabagilu,31/07/2016,77.0,Tomato,400,1135,800
2532,Nagamangala,13/07/2016,5.0,Tomato,1000,1000,1000
2533,Nagamangala,15/07/2016,6.0,Tomato,900,1100,1000
2534,Nagamangala,17/07/2016,3.0,Tomato,1000,1000,1000
2535,Nagamangala,18/07/2016,7.0,Tomato,800,1000,900
2536,Nagamangala,19/07/2016,5.0,Tomato,1000,1000,1000
2537,Nagamangala,21/07/2016,5.0,Tomato,1000,1000,1000
2538,Nagamangala,23/07/2016,8.0,Tomato,1000,1000,1000
2539,Nagamangala,24/07/2016,9.0,Tomato,800,1000,900
2540,Nagamangala,25/07/2016,15.0,Tomato,1000,1000,1000
2541,Nagamangala,26/07/2016,5.0,Tomato,500,500,500
2542,Nagamangala,27/07/2016,13.0,Tomato,800,800,800
2543,Nagamangala,29/07/2016,6.0,Tomato,800,850,800
2544,Nagamangala,30/07/2016,6.0,Tomato,800,900,800
2545,Nagamangala,31/07/2016,8.0,Tomato,1000,1000,1000
2546,Ramanagara,1/7/2016,5.0,Tomato,1800,2200,2000
2547,Ramanagara,2/7/2016,5.0,Tomato,1000,1600,1300
2548,Ramanagara,4/7/2016,4.0,Tomato,1800,2200,2000
2549,Ramanagara,5/7/2016,6.0,Tomato,1200,3200,3100
2550,Ramanagara,6/7/2016,6.0,Tomato,1200,1600,1400
2551,Ramanagara,7/7/2016,6.0,Tomato,1000,1200,1100
2552,Ramanagara,8/7/2016,5.0,Tomato,1000,1400,1200
2553,Ramanagara,9/7/2016,6.0,Tomato,1000,1400,1200
2554,Ramanagara,11/7/2016,6.0,Tomato,800,1000,900
2555,Ramanagara,12/7/2016,7.0,Tomato,1000,1200,1100
2556,Ramanagara,13/07/2016,6.0,Tomato,1100,1500,1300
2557,Ramanagara,14/07/2016,7.0,Tomato,1000,1300,1150
2558,Ramanagara,15/07/2016,5.0,Tomato,1100,1500,1300
2559,Ramanagara,16/07/2016,4.0,Tomato,1600,2000,1800
2560,Ramanagara,18/07/2016,5.0,Tomato,1500,1900,1700
2561,Ramanagara,19/07/2016,8.0,Tomato,1200,1500,1350
2562,Ramanagara,20/07/2016,5.0,Tomato,1000,1300,1150
2563,Ramanagara,21/07/2016,7.0,Tomato,1000,1400,1200
2564,Ramanagara,22/07/2016,7.0,Tomato,900,1100,1000
2565,Ramanagara,23/07/2016,7.0,Tomato,700,900,800
2566,Ramanagara,25/07/2016,6.0,Tomato,600,1000,800
2567,Ramanagara,26/07/2016,12.0,Tomato,500,700,600
2568,Ramanagara,27/07/2016,10.0,Tomato,400,600,500
2569,Ramanagara,28/07/2016,7.0,Tomato,500,700,600
2570,Ramanagara,29/07/2016,11.0,Tomato,400,600,500
2571,Ramanagara,30/07/2016,6.0,Tomato,400,600,500
2572,Shimoga,1/7/2016,7.0,Tomato,1800,2000,1900
2573,Shimoga,4/7/2016,8.0,Tomato,1600,1800,1700
2574,Shimoga,5/7/2016,7.0,Tomato,1600,1800,1700
2575,Shimoga,6/7/2016,6.0,Tomato,1600,1800,1700
2576,Shimoga,8/7/2016,7.0,Tomato,1600,1800,1700
2577,Shimoga,11/7/2016,9.0,Tomato,1600,1800,1700
2578,Shimoga,12/7/2016,6.0,Tomato,1600,1800,1700
2579,Shimoga,13/07/2016,6.0,Tomato,1600,1800,1700
2580,Shimoga,14/07/2016,6.0,Tomato,1400,1600,1500
2581,Shimoga,15/07/2016,6.0,Tomato,1400,1600,1500
